Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,label_multiclass,label_binary
14.4,17,76.3,103.69569,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.1,0.0,0.0,0.9,0.9,988.0,60.0,214.0,98.8,62.66099,98.8,0.010784412,10.0,3926.4,BruteForce,1
32.0,6,58.9,121.2153,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9228.0,66.0,1494.0,922.8,737.416,922.8,0.0083323,10.0,543782.4,BruteForce,1
28.8,6,52.8,223.45905,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,9222.0,60.0,1494.0,922.2,738.1927,922.2,0.0048367023,10.0,544928.4,BruteForce,1
17.2,6,110.4,47.287575,0.1,0.0,0.2,0.2,0.4,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.1,0.1,0.0,0.9,0.9,1809.0,60.0,853.0,180.9,245.62503,180.9,0.021907281,10.0,60331.656,BruteForce,1
32.0,6,49.6,107.6716,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2088.0,66.0,1494.0,208.8,451.57324,208.8,0.009352898,10.0,203918.4,BruteForce,1
20.8,6,105.3,28.96897,0.1,0.0,0.0,0.2,0.7,0.0,0.0,7.0,0.0,1.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.2,0.0,0.0,0.8,0.8,933.0,60.0,214.0,93.3,53.19576,93.3,0.040323306,10.0,2829.7888,BruteForce,1
24.8,6,77.2,331.50003,0.0,0.0,0.0,0.1,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,4983.0,60.0,1494.0,498.3,687.3521,498.3,0.0033175945,10.0,472452.9,BruteForce,1
21.6,6,60.6,94.12035,0.1,0.1,0.0,0.2,0.6,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.2,0.0,0.2,0.0,0.0,0.8,0.8,780.0,60.0,150.0,78.0,30.78239,78.0,0.014726495,10.0,947.55554,BruteForce,1
24.8,6,97.3,42.542507,0.0,0.0,0.0,0.3,0.7,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1097.0,66.0,230.0,109.7,54.950584,109.7,0.023505902,10.0,3019.5667,BruteForce,1
22.0,6,78.9,24.111084,0.1,0.1,0.0,0.2,0.6,0.0,0.0,6.0,1.0,1.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.7,0.7,756.0,60.0,131.0,75.6,25.21111,75.6,0.06680419,10.0,635.6,BruteForce,1
29.6,6,64.0,868.1343,0.0,0.0,0.0,0.3,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,842.0,60.0,150.0,84.2,31.950657,84.2,0.0013454914,10.0,1020.8444,BruteForce,1
22.0,6,132.9,81.41466,0.0,0.1,0.1,0.2,0.6,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1239.0,60.0,326.0,123.9,92.81098,123.9,0.012802887,10.0,8613.878,BruteForce,1
32.0,6,103.9,91.14604,0.0,0.0,0.0,0.7,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1714.0,66.0,385.0,171.4,101.691475,171.4,0.012205291,10.0,10341.155,BruteForce,1
28.4,6,64.0,303.70178,0.0,0.1,0.2,0.2,0.8,0.0,0.0,8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.9,0.0,0.0,0.0,0.1,0.0,1.0,1.0,700.0,60.0,88.0,70.0,10.241528,70.0,0.003545499,10.0,104.888885,BruteForce,1
32.0,6,64.0,544.1283,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9880.0,66.0,1494.0,988.0,646.79517,988.0,0.0019309043,10.0,418344.0,BruteForce,1
32.8,6,185.6,119.371704,0.1,0.1,0.0,0.4,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5875.0,66.0,2962.0,587.5,943.6823,587.5,0.009331202,10.0,890536.25,BruteForce,1
28.4,6,136.1,338.7995,0.0,0.0,0.0,0.6,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1090.0,60.0,289.0,109.0,68.6877,109.0,0.0032228946,10.0,4718.0,BruteForce,1
6.4,17,69.3,133.50258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.8,0.8,844.0,60.0,230.0,84.4,54.606064,84.4,0.009309602,10.0,2981.8223,BruteForce,1
31.2,6,112.6,260.28137,0.1,0.2,0.0,0.1,0.8,0.0,0.0,8.0,2.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,692.0,60.0,88.0,69.2,7.7860274,69.2,0.0070971013,10.0,60.622223,BruteForce,1
23.2,6,156.2,58.121593,0.0,0.1,0.0,0.2,0.6,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,5344.0,60.0,2922.0,534.4,948.0693,534.4,0.019583011,10.0,898835.4,BruteForce,1
32.0,6,64.0,388.63498,0.0,0.0,0.0,0.6,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1384.0,66.0,550.0,138.4,147.13199,138.4,0.0026139976,10.0,21647.822,BruteForce,1
32.0,6,57.6,35.97201,0.0,0.0,0.0,0.4,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5437.0,66.0,1494.0,543.7,660.4389,543.7,0.027899003,10.0,436179.56,BruteForce,1
25.6,6,101.8,29.78814,0.0,0.1,0.0,0.4,0.6,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1460.0,66.0,230.0,146.0,64.73879,146.0,0.036539793,10.0,4191.1113,BruteForce,1
20.8,6,50.2,48.012764,0.0,0.0,0.0,0.4,0.6,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.6,0.2,0.0,0.2,0.0,0.0,0.8,0.8,1066.0,60.0,176.0,106.6,47.86834,106.6,0.02242589,10.0,2291.3777,BruteForce,1
18.0,6,91.6,57.564568,0.0,0.0,0.0,0.3,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,2191.0,60.0,1454.0,219.1,436.55685,219.1,0.017402912,10.0,190581.88,BruteForce,1
19.6,6,87.1,87.85962,0.0,0.1,0.0,0.3,0.6,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.3,0.0,0.6,0.2,0.0,0.0,0.2,0.0,1.0,1.0,2675.0,60.0,1042.0,267.5,318.8055,267.5,0.011847496,10.0,101636.945,BruteForce,1
34.0,6,115.2,60.915466,0.1,0.1,0.0,0.5,0.9,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1100.0,66.0,261.0,110.0,60.993626,110.0,0.016538788,10.0,3720.2222,BruteForce,1
24.0,6,160.8,232.00766,0.0,0.0,0.0,0.0,0.7,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.9,0.9,820.0,60.0,191.0,82.0,40.527084,82.0,0.0055802106,10.0,1642.4445,BruteForce,1
22.4,6,77.3,138.01274,0.0,0.0,0.0,0.6,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,901.0,60.0,156.0,90.1,30.075645,90.1,0.0073099136,10.0,904.54443,BruteForce,1
20.0,6,112.0,3762.3826,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,35580.0,1514.0,4434.0,3558.0,1231.18,3558.0,0.00029628276,10.0,1515804.5,BruteForce,1
18.4,6,51.2,62.414494,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.2,0.0,0.0,0.8,0.8,1895.0,60.0,345.0,189.5,121.6363,189.5,0.016399622,10.0,14795.389,BruteForce,1
17.6,17,62.2,49.29847,0.0,0.0,0.0,0.2,0.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,865.0,60.0,156.0,86.5,31.23833,86.5,0.020605111,10.0,975.8333,BruteForce,1
28.8,6,116.5,54.52473,0.0,0.2,0.0,0.2,0.8,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1008.0,60.0,230.0,100.8,58.86482,100.8,0.019973088,10.0,3465.0667,BruteForce,1
32.0,6,168.0,210.88562,0.0,0.0,0.0,0.5,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5705.0,66.0,2962.0,570.5,918.75183,570.5,0.004878116,10.0,844104.94,BruteForce,1
32.8,6,114.7,243.44583,0.1,0.1,0.0,0.3,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,843.0,66.0,143.0,84.3,29.736061,84.3,0.0041522025,10.0,884.23334,BruteForce,1
24.8,6,59.2,270.79593,0.0,0.0,0.0,0.0,0.7,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,6354.0,60.0,1494.0,635.4,738.9693,635.4,0.0037548065,10.0,546075.6,BruteForce,1
12.4,6,94.7,199.70784,0.0,0.0,0.0,0.3,0.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.1,0.1,0.0,0.9,0.9,862.0,60.0,156.0,86.2,36.499012,86.2,0.0068802116,10.0,1332.1777,BruteForce,1
21.2,6,153.9,10.890755,0.0,0.0,0.0,0.2,0.6,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,892.0,60.0,230.0,89.2,53.63415,89.2,0.09352851,10.0,2876.6223,BruteForce,1
28.4,6,98.6,148.08043,0.0,0.0,0.0,0.7,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1855.0,60.0,790.0,185.5,222.73615,185.5,0.008930397,10.0,49611.39,BruteForce,1
7.2,17,75.3,137.48346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.9,0.9,1024.0,60.0,214.0,102.4,57.771965,102.4,0.009373903,10.0,3337.6,BruteForce,1
20.8,6,124.6,54.030117,0.0,0.1,0.0,0.2,0.5,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1300.0,66.0,312.0,130.0,83.465225,130.0,0.020386696,10.0,6966.4443,BruteForce,1
32.4,6,64.0,197.7177,0.0,0.2,0.2,0.2,0.8,0.0,0.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,714.0,60.0,88.0,71.4,9.663218,71.4,0.0053694965,10.0,93.37778,BruteForce,1
18.4,6,126.7,41.119255,0.0,0.0,0.0,0.4,0.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.3,0.0,0.0,0.2,0.0,1.0,1.0,1456.0,66.0,230.0,145.6,56.67686,145.6,0.02575922,10.0,3212.2666,BruteForce,1
27.2,6,64.0,5546.5537,0.3,0.0,0.0,0.0,0.8,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,708.0,66.0,90.0,70.8,10.119288,70.8,0.00018148423,10.0,102.4,BruteForce,1
20.0,6,155.1,42.377537,0.0,0.0,0.1,0.3,0.7,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1448.0,60.0,336.0,144.8,94.29245,144.8,0.023597598,10.0,8891.066,BruteForce,1
18.0,6,138.8,21.623814,0.0,0.0,0.0,0.3,0.6,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.1,0.0,1.0,1.0,1394.0,60.0,230.0,139.4,66.5185,139.4,0.047271393,10.0,4424.711,BruteForce,1
20.0,6,76.8,49.400547,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,997.0,60.0,230.0,99.7,59.59875,99.7,0.020253683,10.0,3552.0112,BruteForce,1
32.0,6,64.0,465.4442,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1816.0,66.0,1122.0,181.6,331.07742,181.6,0.0022035837,10.0,109612.266,BruteForce,1
32.0,6,64.0,393.28113,0.0,0.3,0.0,0.3,0.7,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,836.0,60.0,150.0,83.6,28.624775,83.6,0.002776003,10.0,819.3778,BruteForce,1
27.2,6,80.6,162.75476,0.0,0.2,0.0,0.4,0.7,0.0,0.0,7.0,2.0,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.8,0.8,7897.0,60.0,2866.0,789.7,1152.5588,789.7,0.008551216,10.0,1328392.0,BruteForce,1
32.0,6,64.0,145.4482,0.0,0.0,0.0,0.5,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1364.0,66.0,550.0,136.4,148.82294,136.4,0.007097888,10.0,22148.268,BruteForce,1
25.6,6,80.9,178.40587,0.0,0.1,0.0,0.3,0.7,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,3201.0,60.0,1354.0,320.1,530.43304,320.1,0.005836201,10.0,281359.22,BruteForce,1
32.0,6,59.2,150.09622,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10656.0,66.0,1494.0,1065.6,689.78955,1065.6,0.008187795,10.0,475809.6,BruteForce,1
29.6,6,83.1,454.67203,0.3,0.0,0.0,0.0,0.9,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,808.0,66.0,214.0,80.8,46.80171,80.8,0.0024055957,10.0,2190.4,BruteForce,1
29.6,6,154.0,68.011955,0.0,0.0,0.0,0.4,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,3441.0,66.0,2148.0,344.1,651.703,344.1,0.016328502,10.0,424716.78,BruteForce,1
27.2,6,116.6,204.67108,0.0,0.0,0.0,0.0,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,724.0,66.0,98.0,72.4,13.492385,72.4,0.005058193,10.0,182.04445,BruteForce,1
18.8,6,78.8,185.14792,0.0,0.0,0.0,0.4,0.7,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1093.0,60.0,150.0,109.3,37.791973,109.3,0.00663259,10.0,1428.2333,BruteForce,1
32.0,6,63.6,318.30734,0.0,0.0,0.0,0.4,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2777.0,66.0,1122.0,277.7,424.685,277.7,0.0032507181,10.0,180357.34,BruteForce,1
32.0,6,128.8,1670.5715,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9348.0,66.0,2962.0,934.8,1012.45013,934.8,0.0006149054,10.0,1025055.3,BruteForce,1
7.6,17,49.3,155.23822,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.2,0.0,0.0,0.8,0.8,600.0,60.0,60.0,60.0,0.0,60.0,0.009975004,10.0,0.0,BruteForce,1
36.0,6,64.0,3699.6594,0.5,0.5,0.0,0.0,0.5,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,700.0,66.0,74.0,70.0,4.21637,70.0,0.0006707907,10.0,17.777779,BruteForce,1
27.2,6,102.2,243.79535,0.6,0.0,0.0,0.1,0.8,0.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1056.0,66.0,230.0,105.6,66.811844,105.6,0.0046220063,10.0,4463.8223,BruteForce,1
20.8,6,95.3,87.44692,0.0,0.0,0.0,0.6,0.6,0.0,0.0,6.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.2,0.0,0.2,0.0,0.0,0.8,0.8,1678.0,60.0,385.0,167.8,95.829475,167.8,0.0114357,10.0,9183.289,BruteForce,1
30.0,6,77.7,53.602905,0.3,0.2,0.0,0.0,0.8,0.0,0.0,8.0,2.0,3.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1017.0,60.0,413.0,101.7,109.4573,101.7,0.019569302,10.0,11980.9,BruteForce,1
32.0,6,57.6,275.7107,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9228.0,66.0,1494.0,922.8,737.416,922.8,0.0037600994,10.0,543782.4,BruteForce,1
29.6,6,82.3,408.965,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,9403.0,66.0,1494.0,940.3,716.3267,940.3,0.0027583123,10.0,513124.0,BruteForce,1
13.6,17,116.3,13.724103,0.1,0.1,0.0,0.0,0.1,0.0,0.0,1.0,1.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1134.0,60.0,230.0,113.4,80.570465,113.4,0.074653104,10.0,6491.6,BruteForce,1
25.6,6,84.6,95.55834,0.0,0.0,0.0,0.3,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.8,0.8,2706.0,60.0,1514.0,270.6,451.4897,270.6,0.011552215,10.0,203842.94,BruteForce,1
30.8,6,82.2,5176.236,0.0,0.0,0.2,0.8,0.9,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.3,0.0,0.0,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1905.0,60.0,550.0,190.5,190.67905,190.5,0.00019328594,10.0,36358.5,BruteForce,1
26.4,6,117.3,38.673042,0.1,0.2,0.0,0.2,0.6,0.0,0.0,6.0,2.0,1.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1151.0,60.0,230.0,115.1,68.24539,115.1,0.026018118,10.0,4657.433,BruteForce,1
23.2,6,89.1,39.345306,0.0,0.1,0.0,0.2,0.5,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1111.0,66.0,230.0,111.1,51.034737,111.1,0.028781915,10.0,2604.5444,BruteForce,1
14.8,17,97.0,61.949055,0.0,0.1,0.1,0.1,0.3,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,1304.0,60.0,230.0,130.4,63.915222,130.4,0.018358493,10.0,4085.1555,BruteForce,1
28.8,6,149.1,33.656208,0.0,0.0,0.0,0.6,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.3,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,7082.0,60.0,2922.0,708.2,983.9793,708.2,0.030181002,10.0,968215.3,BruteForce,1
21.2,6,182.3,277.02362,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,891.0,60.0,339.0,89.1,87.84133,89.1,0.003621602,10.0,7716.1,BruteForce,1
29.6,6,86.6,156.25201,0.0,0.1,0.0,0.4,0.9,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,5964.0,60.0,2866.0,596.4,994.053,596.4,0.0073191165,10.0,988141.4,BruteForce,1
14.0,6,63.9,66.793175,0.0,0.0,0.0,0.2,0.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.3,0.0,0.0,0.7,0.7,838.0,60.0,176.0,83.8,48.629665,83.8,0.015636802,10.0,2364.8445,BruteForce,1
29.6,6,83.1,255.96407,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,13660.0,214.0,1494.0,1366.0,404.77155,1366.0,0.004131389,10.0,163840.0,BruteForce,1
23.2,6,79.2,76.42696,0.0,0.0,0.0,0.2,0.7,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.2,0.0,0.0,0.8,0.8,1444.0,60.0,667.0,144.4,190.8066,144.4,0.013586283,10.0,36407.156,BruteForce,1
28.4,6,116.3,83.01574,0.0,0.0,0.0,0.4,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,848.0,60.0,150.0,84.8,30.455067,84.8,0.013282204,10.0,927.5111,BruteForce,1
32.0,6,63.6,137.98824,0.0,0.0,0.0,0.7,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1126.0,66.0,156.0,112.6,35.453255,112.6,0.01150539,10.0,1256.9333,BruteForce,1
24.0,6,83.2,517.54694,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,1.0,1.0,18004.0,98.0,2974.0,1800.4,917.8239,1800.4,0.0019739866,10.0,842400.7,BruteForce,1
